keyword,location,title,address,phone,website,rating,reviews,place_id,data_id,needs_scraping,email,facebook,instagram,linkedin,youtube,twitter,tiktok,scrape_status
interior designers,11962,Frampton Co,"Bridgehampton, NY",(212) 448-1091,http://www.framptonco.com/,5.0,1,8069299168162986834,,NO,"1091info@framptonco.com, info@framptonco.com, jobs@framptonco.com",,https://www.instagram.com/frampton_co/,,,,,success
general contractors,08202,KLM Contractor Services LLC,"Avalon, NJ",(609) 364-4767,http://klmcontractorservices.com/,,,5160846898809732457,,NO,"kentmagyar@yahoo.comHoursOpen, klmcontractorservices.comkentmagyar@yahoo.com",https://www.facebook.com/KlmContractorServices,,,,,,success
remodeling contractors,07620,NJ Design & Build - Najmna,"San Diego, CA",(619) 966-7766,https://najmna.com/,4.9,34,12519288165026436480,,NO,request@najmna.com,https://www.facebook.com/njdesignb/,https://www.instagram.com/njdesignb,,,,,success
remodeling contractors,07620,Handy Benny LLC,,(201) 621-3243,https://www.handybenny.net/,5.0,27,3984607696163921991,,NO,201.621.3243info@handybenny.netbottom,,,,,,,success
property developers,19035,"Alterra Property Group, LLC","Philadelphia, PA",(215) 667-6830,https://alterraproperty.com/,2.4,40,3848102142517878182,,NO,info@alterraproperty.com,https://www.facebook.com/AlterraProperty,https://www.instagram.com/alterraprop/,https://www.linkedin.com/company/alterraproperty/,,,,success
home builders,07723,Garden State Renovations NJ,"Long Branch, NJ",(848) 667-1400,http://www.gardenstaterenovate.com/,5.0,65,14267467495195082069,,NO,"07740marshall@wefixit.us, marshall@wefixit.us, marshall@wefixit.usMarshall",,https://www.instagram.com/gardenstaterenovations/,,,,,success
property developers,07078,Pollock Properties Group,"Short Hills, NJ",,http://www.pollockpropertiesgroup.com/,5.0,95,3281525003629310597,,NO,"info@pollockpropertiesgroup.com, vanessapollock@kw.com",https://www.facebook.com/pollockpropertiesgroup/,https://www.instagram.com/pollockpropertiesgroup/,,https://youtube.com/@pollockpropertiesgroup,,,success
property developers,07078,Michelle Pais Group l Short Hills Luxury Real Estate l Best Realtors NJ,"Short Hills, NJ",(908) 686-1200,http://michellepaisgroup.com/,5.0,31,8126882281093093036,,NO,"07090908.686.1200info@michellepaisgroup.com, 686-1200Michelle@SignatureRealtyNJ.com, michelle@signaturerealtynj.com",https://www.facebook.com/MichellePaisGroup/,https://www.instagram.com/michellepaisgroup/,,https://www.youtube.com/c/MichellePaisGroup,,,success
property developers,19035,Hightop Real Estate and Development,"Philadelphia, PA",(215) 246-0606,https://www.hightoprents.com/,4.3,41,7186588792382346771,,NO,leasing@hightopdevelopment.com,https://facebook.com/hightopdevelopment,https://instagram.com/hightopdevelopment/,https://linkedin.com/company/hightop-real-estate-and-development,,,,success
architects,11976,Michael Sudano Architect PC,"Center Moriches, NY",(631) 874-0568,http://sudanoarchitecture.com/,5.0,74,5402241271910392266,,NO,MSS@SudanoArchitecture.com,,,,,,,success
interior designers,11962,Bjornen Design,"Sag Harbor, NY",(631) 725-0946,https://www.bjornendesign.com/,5.0,1,14195062847406852729,,NO,TouchPhone631-725-0946EMAILinfo@bjornendesign.com,,https://www.instagram.com/johnbjornen/,,,,,success
home builders,07723,Jersey Shore Custom Builders LLC,"Brick Township, NJ",(732) 451-2844,http://jerseyshorebuild.com/,,,1302895369004558197,,NO,info@jerseyshorebuild.com,https://www.facebook.com/jerseyshorecustombuilders,https://www.instagram.com/jerseyshorecustombuilders/,,,,,success
property developers,19035,Philadelphia Luxury Homes,"Philadelphia, PA",(484) 430-1632,http://philadelphialuxuryomes.com/,5.0,3,7938474892950293730,,NO,,,,,,,,error
architects,08247,Asher Slaunwhite Architects,"Stone Harbor, NJ",(609) 368-1411,https://www.asherarchitects.com/,,,4471181847812288312,,NO,"careers@asparchitects.com, inquiries@asparchitects.com",https://www.facebook.com/AsherArchitects,https://www.instagram.com/asher_architects/,https://www.linkedin.com/company/asher-slaunwhite-architects-llc/,,,,success
home builders,08202,Brandywine Developers,"Avalon, NJ",(609) 967-4400,https://www.brandywinedevelopers.com/,5.0,1,8947161764407836821,,NO,,,https://www.instagram.com/brandywinedevelopers/,,,,,success
remodeling contractors,07620,Family Remodeling Group,"Marlton, NJ",(609) 605-1126,https://familyremodelinggroup.com/,5.0,39,10814598653348703177,,NO,info@familyremodelinggroup.com,,,,,,,success
kitchen contractors,11976,Kitchen Pros Inc,,(516) 455-9470,https://www.likitchenpros.com/,5.0,12,14010377555182513349,,NO,"455-9470info@likitchenpros.comWantagh, info@likitchenpros.com",https://www.facebook.com/likitchenpros/,http://www.instagram.com/li.kitchenpros,,,,,success
home builders,11568,Mylestone Builders,"Mineola, NY",(516) 621-6033,http://mylestonebuilders.com/,5.0,2,15891853370864761701,,NO,,http://www.facebook.com/mylestonebuilders,https://instagram.com/mylestonebuilders,,,,,success
interior designers,11962,Twice As Nice Interiors,"West Islip, NY",(631) 581-9291,https://www.twiceasniceinteriors.com/,4.8,17,10262040472315197299,,NO,,https://www.facebook.com/TwiceAsNiceInteriors,https://www.instagram.com/twiceasniceinteriors/,,,,,success
architects,11568,Mojo Stumer Associates,"Greenvale, NY",(516) 625-3344,https://mojostumer.com/,5.0,31,12919909485983796998,,NO,web@mojostumer.com,,https://www.instagram.com/mojostumer,https://www.linkedin.com/company/mojo-stumer-associates,https://www.youtube.com/@MojostumerAssociates,,,success
home builders,07723,Delta Home Construction,"Edgewater, NJ",(551) 449-5535,http://4deltahome.com/,4.9,39,12936648165173629801,,NO,449-5535contact@4deltahome.com,,,,,,,success
property developers,07078,Cider Mill TownHomes,"Livingston, NJ",(973) 500-3680,https://www.gardencommunities.com/Properties/NJ/Essex/Cider-Mill-Townhomes.aspx,4.9,24,3595709810308635826,,NO,,https://www.facebook.com/GardenComms,https://www.instagram.com/garden_communities/,https://www.linkedin.com/company/gardencommunities,,,,success
residential home builders,08247,Emerald Builders LLC,"Egg Harbor Township, NJ",(609) 515-6167,https://www.emeraldbuildersnj.com/,4.8,21,7512695543805156357,,NO,emeraldbuildersnj@gmail.com,https://www.facebook.com/profile.php?id=61576101457240,https://www.instagram.com/emeraldbuildersnj/,,https://www.youtube.com/@EmeraldBuildersNJ,,,success
home builders,11568,Long Island Modular,"Jericho, NY",(631) 998-0755,http://www.limodular.com/,3.7,9,3515876068803292169,,NO,,https://www.facebook.com/LIModular/,,,,,,success
home builders,08202,"Sotter Construction, LLC","Cape May Court House, NJ",(609) 368-1165,https://sotterconstruction.com/,,,9535376039063463168,,NO,,,https://www.instagram.com/sotter_construction/,https://www.linkedin.com/in/brad-sotter-08350188,,,,success
general contractors,19041,Higher Point General Contracting LLC,"Willow Grove, PA",(267) 988-4997,http://higherpointgc.com/,4.9,208,11354929161923878749,,NO,jenniferkraft@higherpointGC.com,https://facebook.com/,http://instagram.com/,http://linkedin.com/,,,,success
kitchen contractors,11976,Millstone Marble and Tile,"Southampton, NY",(631) 255-9711,http://watermillstone.com/,5.0,5,13776797528960740837,,NO,,,,,,,,success
interior designers,11962,Regina Brodley Interiors,"North Bellmore, NY",(516) 500-3873,http://www.reginabrodleyinteriors.com/,4.9,34,13570903408047383819,,NO,regina@reginabrodleyinteriors.com,http://www.facebook.com/reginabrodleyinteriors,http://www.instagram.com/reginabrodleyinteriors,,,,,success
architects,07078,JEFF JORDAN ARCHITECTS LLC,"Rutherford, NJ",(646) 753-0000,http://www.jjarchs.com/,4.9,54,15108560744225855624,,NO,07070646.753.0000info@jjarchs.com,,https://www.instagram.com/jeffjordanarchitects/,,,,,success
home builders,08247,Mason Builders,"Cape May Court House, NJ",(609) 435-0956,https://masonbuilders.construction/,5.0,12,2994550451191586227,,NO,masonbuilders.construction@gmail.com,,,,,,,success
architects,07723,Feldman & Feldman Architects,"Wall Township, NJ",(732) 761-8182,http://www.feldmanarchitects.com/,4.2,5,5143327606172017248,,NO,,http://www.facebook.com/pages/Feldman-Feldman-Architects-PC/119072131588287,,https://www.linkedin.com/in/feldman-feldman-architects-pc-58423a61,,https://twitter.com/MFeldma61265963,,success
property developers,19035,RETS Builders Inc.,"Conshohocken, PA",(610) 513-8240,http://www.retsbuilders.com/,5.0,12,11551754525340883531,,NO,info@retsbuilders.com,https://www.facebook.com/Retsbuilders,,https://www.linkedin.com/company/rets-builders/,,,,success
residential home builders,08247,Haven Homes Builders LLC,"Brigantine, NJ",(609) 230-5027,http://havenhomesnj.com/,4.0,3,10422202485797952317,,NO,,https://www.facebook.com/havenhomesnj?_rdr=p,,,,,,success
property developers,07078,Iron Ore Properties,"Millburn, NJ",(973) 376-4605,https://www.ironoreproperties.com/about-us,,,15382878344344831555,,NO,info@ironoreproperties.com,,,,,,,success
kitchen contractors,11976,Delerio Construction LLC,"Fresno, CA",(559) 349-8646,https://www.delerioconstruction.com/,4.6,114,17766411098828438163,,NO,,https://www.facebook.com/delerioconstruction,https://www.instagram.com/delerioconstruction/,https://www.linkedin.com/shareArticle?mini=true&url=http%3a%2f%2fwww.delerioconstruction.com%2foffers%2fbath-offer%2f,,https://twitter.com/delerioconst,,success
property developers,19085,"Choice One Development, LLC","Bryn Mawr, PA",(610) 525-2175,https://choiceonedevelopment.com/,,,16312264225762110898,,NO,contact@choiceonedevelopment.com,,,,,,,success
architects,11962,McDonough & Conroy Arch PC,"Bridgehampton, NY",(631) 537-5600,https://www.mcdonoughconroy.com/,,,4050571546363946497,,NO,,,,,,,,error
property developers,07078,Hudson Development,"Edgewater, NJ",(201) 310-0771,http://www.hudsondev.com/,5.0,4,4008343151395018692,,NO,tim@hudsondev.com,,https://www.instagram.com/hudsondevelopment,,https://www.youtube.com/watch?v=H3qA-gSU6nU,,,success
architects,07620,"Tokarski Millemann Architects, LLC","Wall Township, NJ",(732) 262-0046,https://tm-architects.com/,5.0,11,6707281939349432474,,NO,"info@tm-architects.com, info@tm-architects.comNAME",https://www.facebook.com/TokarskiMillemannArchitects,https://www.instagram.com/tm_architects/,https://www.linkedin.com/company/tokarski-millemann-architects-llc/,https://www.youtube.com/@TM-Architects,,,success
residential home builders,08247,LBI Coastal Builders,"Ship Bottom, NJ",(609) 494-9400,https://lbicoastal.com/,4.1,9,16637300995254306866,,NO,"dbotulinski@fultonmortgagecompany.com, info@lbicoastal.com",https://www.facebook.com/lbicoastalbuilders/,https://www.instagram.com/lbicoastal/,,,,,success
residential home builders,19085,McKee Builders,940 W Sproul Rd #301,(610) 604-9800,https://mckeebuilders.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_content=website_button,4.7,75,17612414278733654309,,NO,,https://www.facebook.com/MckeeBuilders,https://www.instagram.com/thegroveatfenwick/,,https://www.youtube.com/channel/UCwuHs1rv_8Se2KJEk2dJrNQ,https://twitter.com/McKeeBuilds55,,success
home builders,08247,Stonewood Builders,,(609) 390-8895,https://www.stonewoodbuildersnj.com/,5.0,1,10495907732914123694,,NO,,https://facebook.com/109257491924131,,,,,,success
property developers,19085,Lemon Tree Properties,,(267) 255-1474,https://selltolt.com/,5.0,5,946067492912714487,,NO,,,,,,,,error
residential home builders,19085,Ernst Brothers,"Spring House, PA",(215) 453-5124,http://ernstbrothers.com/,5.0,16,11281194127941155874,,NO,,,https://www.instagram.com/ernstbrothers/,https://www.linkedin.com/company/ernst-brothers/,,,,success
property developers,07078,Exodus Development,"Short Hills, NJ",(732) 737-9013,http://www.exodusdevelops.com/,,,12467675359049392615,,NO,"info@exodusae.comMARYLAND, info@exodusae.comT",https://www.facebook.com/exodusdevelops/,https://www.instagram.com/exodusdevelopment/?hl=en,,,,,success
kitchen contractors,11976,Ornare Hamptons – Luxury Kitchen & Closet Design,"Southampton, NY",(917) 319-8332,http://www.ornare.com/,5.0,4,6547963620880021445,,NO,,https://www.facebook.com/ornareoficial,https://www.instagram.com/ornare_official/,https://www.linkedin.com/company/552776,https://www.youtube.com/@OrnareOficial,,,success
architects,19035,ALMA architecture llc,"Philadelphia, PA",(215) 564-1202,https://www.almaarchitecture.com/,5.0,4,3715124538311048707,,NO,"215-564-1202amckinney@almaarchitecture.comContact, Usamckinney@almaarchitecture.comTel",https://www.facebook.com/ALMAarchitecturellc/,https://www.instagram.com/almaarchitecture/?fbclid=IwZXh0bgNhZW0CMTEAAR0Jy51kzS9ltfQfvnJW5oOF3XBClrL8_MYI6AfzxVbfWEoaql2-f3Tu3jk_aem__0O2oRVo5EEmVN9Q4wUaUw,https://www.linkedin.com/company/alma-architecture/,,,,success
home builders,08202,"Paparone New Homes by Bruce Paparone, Inc.","Stratford, NJ",(856) 784-0550,https://www.paparonenewhomes.com/?utm_source=GMB&utm_medium=Organic&utm_campaign=Paparone_GMB,4.8,18,4454342616159916923,,NO,,https://www.facebook.com/PaparoneNewHomes,https://www.instagram.com/paparonenewhomes/,,https://www.youtube.com/channel/UCwzHgM1kRvKoAxXwG1A54jA,,,success
residential home builders,19085,"W.B. Homes, Inc.","North Wales, PA",(215) 515-2759,http://bit.ly/2rzIwSp,4.7,191,4235180989500100213,,NO,,https://www.facebook.com/WBHOMES/,https://www.instagram.com/wbhomes/,,https://www.youtube.com/user/WBHomesInc,,,success
home builders,08202,Coastal Modern Construction,,(609) 305-3200,https://www.coastalmodernconstruction.com/,,,17583225937421291744,,NO,08202coastalmodernconstruction@gmail.com,https://www.facebook.com/heronbuilders,https://www.instagram.com/coastalmodernconstruction/,,,,,success
interior designers,11962,Hamptons House Design,"East Hampton, NY",(646) 373-4473,http://hamptonshousedesign.com/,,,2768444036740928207,,NO,,,https://instagram.com/tomsamet/,,,,,success
kitchen contractors,11976,OUTDOOR KITCHEN DESIGN STORE,"Southampton, NY",(833) 653-7867,http://outdoorkitchens.com/,5.0,2,12189368931651629401,,NO,"OutdoorKitchenDesignStore@gmail.com, OutdoorKitchenDesigner@gmail.com",https://www.facebook.com/OUTDOORKITCHENDESIGNSTORE/,https://www.instagram.com/outdoorkitchendesignstore/?hl=en,https://www.linkedin.com/in/outdoorkitchendesigner/,https://www.youtube.com/@MichaelGotowala,,,success
general contractors,07711,JES Roofing & General Construction LLC,"Elmwood Park, NJ",(201) 693-1264,https://jescontractingnj.com/,5.0,60,2101231456012408913,,NO,,,,,,,,timeout
general contractors,19041,88 Contracting,,(267) 456-6392,https://88contracting.com/,5.0,4,8238160667719939362,,NO,"88contractingllc@gmail.com, Email88contractingllc@gmail.comPhone",,,,,,,success
general contractors,19041,AZ General Contracting,"King of Prussia, PA",,https://www.az-gc.com/,5.0,29,15192164927846476263,,NO,"info@az-gc.com, info@az-gc.comFind",https://www.facebook.com/azgeneralcontracting,https://www.instagram.com/az_generalcontracting/,,,,,success
residential home builders,19085,"Craft Custom Homes, LLC",,,http://www.builtbycraft.com/,4.4,16,9382698358285925611,,NO,,,https://www.instagram.com/craftcreates/,,https://www.youtube.com/channel/UCzAR5-do3W4MMFNE9_cw5hg/,,,success
home builders,08247,Eldon Builders,"Cape May Court House, NJ",(609) 830-3717,http://eldonbuilders.com/,4.3,6,14877950882876220591,,NO,admin@eldonbuilders.com,https://www.facebook.com/eldonbuilders/,https://www.instagram.com/eldon_builders/,,,,,success
property developers,19085,Haverford Properties Inc.,"Bryn Mawr, PA",(610) 572-3612,http://www.haverfordproperties.com/,5.0,2,4074743738951235871,,NO,,,,,,,,success
remodeling contractors,19035,Almeida Home Remodeling LLC,"Philadelphia, PA",(267) 265-5293,https://www.almeidahomeremodelingllc.com/,4.9,35,9857642326729215497,,NO,,,,,,,,success
kitchen contractors,19035,MASTER KITCHEN REMODEL,"Philadelphia, PA",(484) 550-0518,https://masterkitchenremodel.com/,5.0,28,13347020440589089565,,NO,masterkitchenremodel@gmail.com,https://www.facebook.com/masterkitchenremodelPA/,https://www.instagram.com/masterkitchenpa/,,https://www.youtube.com/@MasterKitchenRemodel,,https://www.tiktok.com/@masterkitchenremodel,success
residential home builders,08247,Shore Handyman Services,5 S Main St Unit 102,(609) 545-2303,https://www.yourshorehandyman.com/,5.0,69,12338866955273396463,,NO,"545-2303info@yourshorehandyman.comYour, info@yourshorehandyman.com",,https://www.instagram.com/shorehandyman?igsh=aXpobmV6MTh5ZTQ5,https://www.linkedin.com/in/shore-handyman-483a742a5?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app,,,,success
home builders,08202,Ryan Development Group,"Avalon, NJ",(609) 830-3615,https://www.ryandevelopmentgroup.com/,,,4187306111177188523,,NO,"mjryan@ryan-development.com, mjryan@ryan-development.combottom",https://www.facebook.com/RyanDevelopmentGroup/#,https://www.instagram.com/ryandevelopmentgroup,,,,,success
property developers,07078,The Jen Greenberg Group I Compass NJ Real Estate,"Millburn, NJ",(917) 757-3287,https://www.compass.com/agents/jennifer-greenberg/,5.0,37,2348595314199669215,,NO,"Salespersonjen.greenberg@compass.comM, press@compass.com",//facebook.com/compass/,//instagram.com/compass/,https://www.linkedin.com/in/jengreenberggroup/,https://www.youtube.com/@JenGreenbergGroupNJ/videos/,,,success
home builders,08247,Guzzo Homes,"Sicklerville, NJ",(856) 371-8344,https://www.guzzohomes.com/,5.0,10,10647638326995346461,,NO,JR@GUZZOHOMES.COM,https://www.facebook.com/guzzohomes,https://www.instagram.com/guzzohomes,,,,,success
interior designers,11976,Iconic Modern Home,"Water Mill, NY",(631) 726-0503,https://www.iconicmodern.com/,5.0,1,12064606702885967408,,NO,"11976631-726-0503info@iconicmodern.comGeoffrey, 11976info@iconicmodern.com, Directorgeoffrey@iconicmodern.com",https://www.facebook.com/iconicmodern,https://www.instagram.com/iconic_modern/,,,,,success
architects,07711,MODE Architects,"Asbury Park, NJ",(732) 800-1958,http://www.mode-arch.com/,5.0,4,8003704443847814997,,NO,info@mode-arch.com,https://www.facebook.com/Mode.Arch,https://www.instagram.com/mode_architects/,https://www.linkedin.com/company/mode-architects,,,,success
